original_material_code,cpse,source_system,original_description,material_type,material_group,commodity_class,material,material_grade,standard,nominal_size,size_unit,pressure_class,pressure_unit,schedule,thickness,thickness_unit,voltage,voltage_unit,temperature_rating,temperature_unit,thread_type,face_type,connection_type,outer_diameter,outer_diameter_unit,cross_section,cross_section_unit,cores,length,length_unit,weight,weight_unit,manufacturer,manufacturer_part_number,canonical_uom,criticality,source_type,source_record_id,source_file,source_row,ingestion_timestamp,processing_version
,,iocl.com,"Anti Oxidant (AO 1010) Pentaerythritol tetrakis(3- (3,5-di-tert- butyl-4- hydroxyphenyl)propionate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000061,cpse_material_corpus.csv,60,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"Anti Oxidant (AO 1010) Pentaerythritol tetrakis(3-(3,5- di-tert- butyl-4- hydroxyphenyl)propionate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000062,cpse_material_corpus.csv,61,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"Anti Oxidant (AO 1010) Pentaerythritol tetrakis(3-(3,5-di- tert-butyl-4- hydroxyphenyl)propionate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000063,cpse_material_corpus.csv,62,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Anti Oxidant AO 168/ AO9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000064,cpse_material_corpus.csv,63,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Anti chafe Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000065,cpse_material_corpus.csv,64,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Anti-Chafe Chains for Vadinar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000066,cpse_material_corpus.csv,65,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"Antioxidant (AO-1330 ) - prevents polymer from degradation caused by exposure to heat, ultraviolet radiation (UV) and mechanical shear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000067,cpse_material_corpus.csv,66,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"Antioxidant (AO-1330 ) -prevents polymer from degradation caused by exposure to heat, ultraviolet radiation (UV) and mechanical shear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000068,cpse_material_corpus.csv,67,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"Antioxidant AO 3114(1,3,5-Tris(3,5- di-tert-butyl-4-hydroxy benzyl)-s- triazine-2,4,6-(1H,3H,5H)trione) - specialized vis- breaking chemical used for speci fic PP grade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000069,cpse_material_corpus.csv,68,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Asphaltene Extraction system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000070,cpse_material_corpus.csv,69,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Assay analysis of Fresh & Spent catalyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,,REAL_PUBLIC_SOURCE,M000071,cpse_material_corpus.csv,70,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Assay analysis of spent catalyst - required to quantify precious metal i.e. Palladium content in Spent catalyst for settlement of quantity of recovery of precious metal from spent catalyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lot,,REAL_PUBLIC_SOURCE,M000072,cpse_material_corpus.csv,71,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Automatic Multipurpose Reactor System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000073,cpse_material_corpus.csv,72,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Automatic Storage & Retrieval System for Petrochemical Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set,,REAL_PUBLIC_SOURCE,M000074,cpse_material_corpus.csv,73,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Automatic Titrator with KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000075,cpse_material_corpus.csv,74,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Automatic smoke point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000076,cpse_material_corpus.csv,75,2026-09-19T00:42:48.205395,1.0
,,iocl.com,"BALL VALVES of Duplex, Alloy 276",,,Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000077,cpse_material_corpus.csv,76,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bagging and Pelletizing Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000078,cpse_material_corpus.csv,77,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bale Film wrapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Package,,REAL_PUBLIC_SOURCE,M000079,cpse_material_corpus.csv,78,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bale Moisture Analyzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,,REAL_PUBLIC_SOURCE,M000080,cpse_material_corpus.csv,79,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Baler Package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Package,,REAL_PUBLIC_SOURCE,M000081,cpse_material_corpus.csv,80,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Ball Valve (Nos),,,Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000082,cpse_material_corpus.csv,81,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Balls and plates for tribometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000083,cpse_material_corpus.csv,82,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Basket Strainer (Nos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos.,,REAL_PUBLIC_SOURCE,M000084,cpse_material_corpus.csv,83,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bearings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lot,,REAL_PUBLIC_SOURCE,M000085,cpse_material_corpus.csv,84,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Benchmarking study for P-25 Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000086,cpse_material_corpus.csv,85,2026-09-19T00:42:48.205395,1.0
